Order Number,Customer Name,Customer Id,Province,CITY,Zip Code,Product Type,Gateway,Net Sales,Sum of Total Tax,Sum of Total Price Usd
5143,Averil Portingale,1,Alabama,MOBILE,70741,Flip-Flops,gift_card,$518,51.753,569.283
1902,Lennard Cansdell,1,Texas,FORT WORTH,70781,Cycling Shoes,shopify_payments,$600,59.963,659.593
5401,Sharron Hellmore,1,Pennsylvania,PITTSBURGH,70784,Climbing Shoes,shopify_payments,$494,49.353,542.883
7371,Jesus Carress,1,New York,ROCHESTER,70788,Walking Shoes,shopify_payments,$555,55.513,610.643
7034,Bab Kase,1,Kansas,WICHITA,70803,Tennis Shoes,shopify_payments,$439,43.913,483.043
6384,Rouvin Linney,1,North Carolina,CHARLOTTE,70816,Running Shoes,paypal,$494,49.353,542.883
3229,Birgitta Shotboult,1,Pennsylvania,BETHLEHEM,70831,Running Shoes,shopify_payments,$557,55.713,612.843
552,Leonie Blasoni,1,California,GLENDALE,70841,Running Shoes,shopify_payments,$537,53.713,590.843
6221,Rebekkah Largen,1,Maryland,BALTIMORE,70867,Running Shoes,shopify_payments,$555,55.513,610.643
4163,Francisca Tremmil,1,Arizona,TUCSON,70872,Tennis Shoes,shopify_payments,$673,67.313,740.443
1008,Gaile Dumberrill,1,Nevada,LAS VEGAS,70876,Running Shoes,shopify_payments,$518,51.753,569.283
1045,Ximenes Nutbrown,1,New Mexico,SANTA FE,70883,Tennis Shoes,paypal,$497,49.713,546.843
2866,Allx Braksper,1,Colorado,AURORA,70886,Running Shoes,shopify_payments,$635,63.513,698.643
6763,Cam Di Nisco,1,Texas,DALLAS,70888,Cycling Shoes,shopify_payments,$596,59.593,655.523
3370,Riobard Crus,1,Connecticut,WATERBURY,70900,Running Shoes,shopify_payments,$537,53.713,590.843
2039,Kelly Braunle,1,Indiana,SOUTH BEND,70908,Climbing Shoes,shopify_payments,$514,51.413,565.543
4635,Harv Hadcroft,1,New York,JAMAICA,70908,Cycling Shoes,shopify_payments,$713,71.313,784.443
1420,Hortensia Bleasdille,1,California,INGLEWOOD,70916,Running Shoes,shopify_payments,$537,53.713,590.843
1221,Thatch Calcraft,1,California,LOS ANGELES,70917,Gift Card,shopify_payments,$514,51.413,565.543
5752,Brandea McIlwraith,1,Delaware,WILMINGTON,70934,Tennis Shoes,paypal,$635,63.513,698.643
3726,Raina Bassil,1,Michigan,BATTLE CREEK,70939,Walking Shoes,shopify_payments,$564,56.393,620.323
175,Avivah Carruthers,1,Texas,MIDLAND,70956,Running Shoes,gift_card,$486,48.553,534.083
2018,Pearline Coombes,1,Connecticut,DANBURY,70995,Boots,paypal,$676,67.593,743.523
2453,Glenden Jilkes,1,Florida,BONITA SPRINGS,71000,Walking Shoes,shopify_payments,$674,67.433,741.763
633,Konstance Peeters,1,Iowa,DES MOINES,71061,Cycling Shoes,gift_card,$577,57.677,634.447
2835,Steffane Bettenson,1,Mississippi,BILOXI,71067,Running Shoes,shopify_payments,$527,52.713,579.843
2678,Dalis Alsobrook,1,California,SACRAMENTO,71077,Climbing Shoes,shopify_payments,$439,43.913,483.043
3797,Elsie Rutland,1,Florida,POMPANO BEACH,71110,Running Shoes,shopify_payments,$527,52.713,579.843
3800,Avis Styche,1,Indiana,FORT WAYNE,71118,Climbing Shoes,amazon_payments,$537,53.713,590.843
7115,Lettie Espie,1,Florida,CLEARWATER,71119,Clogs,shopify_payments,$535,53.513,588.643
2989,Meghan Ferier,1,Texas,HOUSTON,71127,Running Shoes,shopify_payments,$537,53.713,590.843
1939,Jerry Corbould,1,Texas,DALLAS,71136,Tennis Shoes,shopify_payments,$537,53.713,590.843
3976,Cameron Foss,1,District of Columbia,WASHINGTON,71152,Walking Shoes,shopify_payments,$518,51.753,569.283
5371,Jena Ivanikov,1,Missouri,SAINT LOUIS,71155,Cycling Shoes,paypal,$613,61.313,674.443
897,Lindsey Carek,1,Indiana,INDIANAPOLIS,71168,Tennis Shoes,gift_card,$504,50.413,554.543
6969,De MacTeague,1,Tennessee,MEMPHIS,71181,Running Shoes,shopify_payments,$518,51.753,569.283
3264,Henrieta Stinson,1,Kansas,SHAWNEE MISSION,71184,Running Shoes,gift_card,$517,51.713,568.843
3097,Warden Bartelet,1,Virginia,ROANOKE,71186,Tennis Shoes,shopify_payments,$588,58.793,646.723
6361,Jacquenetta Matczak,1,Utah,SALT LAKE CITY,71194,Running Shoes,gift_card,$518,51.753,569.283
6057,Torrin Du Plantier,1,Connecticut,FAIRFIELD,71242,Tennis Shoes,paypal,$537,53.713,590.843
1001,Duffy MacAlister,1,Arizona,PHOENIX,71268,Running Shoes,gift_card,$490,49.013,539.143
6530,Arabela Izakovitz,1,Texas,IRVING,71292,Jackets,shopify_payments,$573,57.263,629.893
106,Briant Bachs,1,Louisiana,LAKE CHARLES,71307,Running Shoes,gift_card,$498,49.763,547.393
5578,Dilly Hargess,1,North Carolina,CHARLOTTE,71319,Walking Shoes,shopify_payments,$713,71.313,784.443
7070,Riannon Casaro,1,Missouri,KANSAS CITY,71319,Gift Card,shopify_payments,$539,53.913,593.043
656,Idalia Pennoni,1,Oregon,PORTLAND,71335,Walking Shoes,paypal,$527,52.713,579.843
5415,Donna Thornley,1,California,LOS ANGELES,71342,Running Shoes,gift_card,$616,61.553,677.083
2861,Alie Scain,1,Pennsylvania,PITTSBURGH,71349,Tennis Shoes,paypal,$537,53.713,590.843
7430,Oralle Deehan,1,District of Columbia,WASHINGTON,71357,Tennis Shoes,paypal,$713,71.313,784.443
2038,Margaret Gillam,1,California,OAKLAND,71366,Running Shoes,paypal,$486,48.553,534.083
7355,Kaiser Klauber,1,South Carolina,COLUMBIA,71381,Tennis Shoes,shopify_payments,$537,53.713,590.843
6517,Staci Izhak,1,Mississippi,BILOXI,71387,Running Shoes,shopify_payments,$527,52.713,579.843
1808,Genia Lennox,1,Virginia,RICHMOND,71423,Walking Shoes,amazon_payments,$809,80.913,890.043
297,Rozanna O'Lunney,1,California,VENTURA,71442,Walking Shoes,manual,$459,45.913,505.043
4607,Cyrill Flescher,1,North Carolina,RALEIGH,71450,Tennis Shoes,shopify_payments,$532,53.193,585.123
4652,Laetitia Jouannot,1,Georgia,ATLANTA,71458,Running Shoes,gift_card,$510,50.953,560.483
3998,Iain Bickerdike,1,Arizona,TUCSON,71462,Running Shoes,shopify_payments,$518,51.753,569.283
6921,Filippo Daines,1,Texas,HOUSTON,71465,Running Shoes,paypal,$510,50.953,560.483
2044,Kylie Astill,1,New York,BROOKLYN,71471,Walking Shoes,paypal,$575,57.513,632.643
1564,Emalia Voaden,1,Pennsylvania,SCRANTON,71503,Cycling Shoes,gift_card,$537,53.713,590.843
3591,Nari Blues,1,California,BAKERSFIELD,71504,Boots,shopify_payments,$518,51.753,569.283
4579,Gavin Antognozzii,1,Florida,HIALEAH,71528,Running Shoes,gift_card,$595,59.513,654.643
6982,Frederique Narbett,1,Texas,AUSTIN,71543,Climbing Shoes,shopify_payments,$576,57.613,633.743
4486,Pat Tuxell,1,Nebraska,OMAHA,71547,Walking Shoes,paypal,$571,57.113,628.243
7200,Valentin Quye,1,Indiana,EVANSVILLE,71554,Tennis Shoes,shopify_payments,$588,58.793,646.723
5553,Thomasin Muir,1,Texas,PLANO,71559,Gift Card,paypal,$489,48.913,538.043
6951,Lauree Jelley,1,Missouri,SPRINGFIELD,71561,Cycling Shoes,shopify_payments,$497,49.713,546.843
772,Lisetta Gini,1,Minnesota,MINNEAPOLIS,71596,Walking Shoes,paypal,$497,49.713,546.843
1137,Dallis Klamp,1,California,SAN BERNARDINO,71599,Climbing Shoes,shopify_payments,$517,51.713,568.843
6036,Hedvig Fricke,1,Georgia,ATLANTA,71607,Climbing Shoes,shopify_payments,$664,66.413,730.543
680,Major McRory,1,Texas,EL PASO,71648,Running Shoes,gift_card,$635,63.513,698.643
975,Andy Newbold,1,Maryland,BALTIMORE,71657,Walking Shoes,amazon_payments,$537,53.713,590.843
5540,Jimmy Kynsey,1,New Jersey,TRENTON,71662,Cycling Shoes,shopify_payments,$596,59.613,655.743
4506,Lissy Harrow,1,Oregon,PORTLAND,71675,Climbing Shoes,shopify_payments,$517,51.713,568.843
5580,Whittaker Parkisson,1,Kentucky,LOUISVILLE,71682,Running Shoes,shopify_payments,$518,51.753,569.283
2552,Michal Forlong,1,North Carolina,CHARLOTTE,71704,Walking Shoes,shopify_payments,$518,51.753,569.283
4570,Emile MacGillespie,1,Georgia,DULUTH,71709,Running Shoes,gift_card,$497,49.713,546.843
2953,Dolley Dreamer,1,New York,ALBANY,71712,Tennis Shoes,shopify_payments,$572,57.193,629.123
5446,Yale Tearny,1,Florida,FORT LAUDERDALE,71723,Tennis Shoes,shopify_payments,$537,53.713,590.843
3481,Brande Matashkin,1,Washington,VANCOUVER,71731,Tennis Shoes,shopify_payments,$615,61.513,676.643
1768,Mommy Brackenbury,1,Alabama,MONTGOMERY,71737,Cycling Shoes,shopify_payments,$548,54.793,602.723
6518,Abeu Stockill,1,Colorado,COLORADO SPRINGS,71744,Cycling Shoes,shopify_payments,$556,55.593,611.523
4734,Lina Paullin,1,Texas,SAN ANTONIO,71755,Gift Card,shopify_payments,$489,48.913,538.043
6464,Don O'Fallone,1,Florida,FORT LAUDERDALE,71769,Cycling Shoes,shopify_payments,$544,54.433,598.763
1345,Tamarra Beare,1,Colorado,AURORA,71791,Tennis Shoes,paypal,$497,49.713,546.843
6826,Orville Bendle,1,District of Columbia,WASHINGTON,71816,Cycling Shoes,shopify_payments,$439,43.913,483.043
5334,Art Sellner,1,Georgia,DECATUR,71830,Walking Shoes,paypal,$615,61.513,676.643
832,Sargent Battell,1,Georgia,ALBANY,71848,Running Shoes,shopify_payments,$502,50.153,551.683
2879,Dewain Raddish,1,California,PASADENA,71848,Tennis Shoes,shopify_payments,$518,51.753,569.283
2829,Clemmie Robinet,1,Ohio,CANTON,71854,Boots,shopify_payments,$713,71.273,784.003
1322,Inness Basillon,1,Virginia,STERLING,71870,Running Shoes,paypal,$486,48.553,534.083
4220,Jennette Vost,1,Tennessee,MEMPHIS,71876,Running Shoes,paypal,$527,52.713,579.843
4538,Addia Johananov,1,Utah,SALT LAKE CITY,71898,Tennis Shoes,paypal,$518,51.753,569.283
4747,Teodoor Vamplus,1,Massachusetts,NEWTON,71900,Running Shoes,shopify_payments,$517,51.713,568.843
7187,Philbert Etchell,1,California,SAN FRANCISCO,71910,Running Shoes,gift_card,$596,59.593,655.523
1317,Rasia Binch,1,Alabama,GADSDEN,71933,Cycling Shoes,shopify_payments,$470,47.033,517.363
2800,Shaine Chatwin,1,New York,UTICA,71969,Running Shoes,shopify_payments,$537,53.713,590.843
500,Gerik Roussel,1,Washington,SPOKANE,71970,Climbing Shoes,shopify_payments,$490,49.033,539.363
2344,Reidar Jerrard,1,Pennsylvania,PITTSBURGH,71971,Cycling Shoes,shopify_payments,$484,48.393,532.323
3752,Leigha Brownlow,1,New Mexico,ALBUQUERQUE,71971,Walking Shoes,paypal,$486,48.553,534.083
6957,Vladimir Ubee,1,California,SALINAS,71972,Running Shoes,shopify_payments,$907,90.713,997.843
1112,Rochella Kinsey,1,Michigan,GRAND RAPIDS,71978,Cycling Shoes,shopify_payments,$518,51.753,569.283
6363,Fanya Waggett,1,Texas,HOUSTON,72030,Running Shoes,shopify_payments,$929,92.913,1022.043
6459,Helen Hazelby,1,Illinois,CHICAGO,72038,Gift Card,shopify_payments,$539,53.913,593.043
2171,Irving Pevsner,1,Texas,PASADENA,72042,Running Shoes,gift_card,$527,52.713,579.843
2567,Bondon Dobbinson,1,Tennessee,NASHVILLE,72053,Running Shoes,paypal,$733,73.313,806.443
345,Thibaut Ollivier,1,Massachusetts,SPRINGFIELD,72084,Climbing Shoes,shopify_payments,$513,51.263,563.893
2169,Desi O'Loinn,1,Pennsylvania,PHILADELPHIA,72092,Tennis Shoes,paypal,$497,49.713,546.843
538,Carrissa Griffiths,1,Texas,HOUSTON,72126,Tennis Shoes,paypal,$497,49.713,546.843
1259,Bessy Guppey,1,California,FRESNO,72138,Tennis Shoes,paypal,$578,57.833,636.163
2372,Coretta Fardell,1,Virginia,ALEXANDRIA,72142,Running Shoes,shopify_payments,$494,49.353,542.883
1405,Alva Tressler,1,Oklahoma,OKLAHOMA CITY,72150,Cycling Shoes,paypal,$605,60.513,665.643
2283,Cassandra Tippetts,1,North Carolina,ASHEVILLE,72153,Tennis Shoes,shopify_payments,$733,73.313,806.443
4621,Jere Jerosch,1,Kentucky,LOUISVILLE,72167,Tennis Shoes,paypal,$518,51.753,569.283
3611,Jere Baudino,1,California,ORANGE,72177,Walking Shoes,shopify_payments,$595,59.513,654.643
2791,Aloisia Caruth,1,North Carolina,WINSTON SALEM,72224,Running Shoes,paypal,$564,56.393,620.323
5724,Dorian Harower,1,Florida,ORLANDO,72226,Running Shoes,shopify_payments,$537,53.713,590.843
7124,Patten Sherlock,1,Georgia,ALPHARETTA,72230,Running Shoes,shopify_payments,$537,53.713,590.843
3250,Florence Pearcy,1,Iowa,SIOUX CITY,72259,Walking Shoes,shopify_payments,$497,49.713,546.843
2428,Sandor Jemmett,1,Missouri,KANSAS CITY,72302,Walking Shoes,shopify_payments,$486,48.553,534.083
4099,Giffie Uren,1,California,SIMI VALLEY,72333,Walking Shoes,shopify_payments,$497,49.713,546.843
5396,Julienne Macbane,1,Washington,SEATTLE,72335,Running Shoes,shopify_payments,$537,53.713,590.843
4241,Martina Von Brook,1,California,SAN BERNARDINO,72349,Cycling Shoes,shopify_payments,$510,50.953,560.483
3220,Lara Etoile,1,Florida,MIAMI,72355,Running Shoes,gift_card,$625,62.513,687.643
3018,Emlynne Gut,1,Mississippi,JACKSON,72364,Tennis Shoes,shopify_payments,$548,54.793,602.723
4851,Stirling Skyppe,1,Nebraska,LINCOLN,72375,Running Shoes,amazon_payments,$537,53.713,590.843
6275,Cassandre Brownsey,1,California,NORTHRIDGE,72375,Running Shoes,paypal,$537,53.713,590.843
4505,Karrie Timberlake,1,Missouri,SAINT LOUIS,72377,Running Shoes,shopify_payments,$635,63.513,698.643
5098,Shurwood Keenlyside,1,Oklahoma,OKLAHOMA CITY,72380,Tennis Shoes,paypal,$497,49.713,546.843
2270,Elihu Donaway,1,Pennsylvania,ALLENTOWN,72399,Running Shoes,paypal,$510,50.953,560.483
4841,Fallon Bayles,1,Louisiana,METAIRIE,72413,Running Shoes,paypal,$494,49.353,542.883
5536,Rafa Brownsell,1,Florida,OCALA,72421,Tennis Shoes,paypal,$497,49.713,546.843
3622,Debor Flancinbaum,1,California,SAN BERNARDINO,72422,Running Shoes,shopify_payments,$575,57.513,632.643
5862,Felicia Kershow,1,Pennsylvania,PITTSBURGH,72433,Running Shoes,shopify_payments,$634,63.413,697.543
6019,Willabella Sawkins,1,Pennsylvania,PHILADELPHIA,72433,Running Shoes,amazon_payments,$586,58.613,644.743
3249,Jenica Knappett,1,Texas,EL PASO,72459,Cycling Shoes,shopify_payments,$555,55.513,610.643
6942,Gwendolyn Crowson,1,California,SAN FRANCISCO,72461,Walking Shoes,shopify_payments,$497,49.713,546.843
292,Helsa Greatbach,1,California,HUNTINGTON BEACH,72539,Running Shoes,gift_card,$635,63.513,698.643
3494,Booth Tytterton,1,South Carolina,SPARTANBURG,72543,Cycling Shoes,shopify_payments,$635,63.513,698.643
5889,Ricardo McGorman,1,Georgia,ATLANTA,72568,Tennis Shoes,manual,$537,53.713,590.843
2262,Abra Sleit,1,Nebraska,OMAHA,72575,Cycling Shoes,shopify_payments,$588,58.793,646.723
289,Tammara Cramer,1,California,SAN JOSE,72576,Climbing Shoes,shopify_payments,$537,53.713,590.843
6250,Herold Mattisssen,1,Kentucky,LOUISVILLE,72605,Walking Shoes,shopify_payments,$674,67.433,741.763
1305,Linnea Winterbourne,1,Florida,MIAMI,72617,Cycling Shoes,shopify_payments,$552,55.193,607.123
3827,Odell Rivaland,1,Iowa,IOWA CITY,72621,Tennis Shoes,manual,$497,49.713,546.843
2450,Eugine Keirle,1,Iowa,DES MOINES,72633,Tennis Shoes,shopify_payments,$635,63.513,698.643
5343,Gardy Binnall,1,California,BAKERSFIELD,72635,Sandals,shopify_payments,$535,53.513,588.643
1600,Julia Aucutt,1,New York,ROCHESTER,72643,Sandals,shopify_payments,$532,53.193,585.123
5019,Lorene Atcock,1,Illinois,CHICAGO,72663,Tennis Shoes,gift_card,$490,49.013,539.143
2271,Clementia Jickells,1,California,ANAHEIM,72667,Running Shoes,shopify_payments,$585,58.513,643.643
6472,Kaye Elverstone,1,Arizona,TUCSON,72670,Running Shoes,gift_card,$811,81.113,892.243
306,Wallache Stryde,1,Utah,SALT LAKE CITY,72676,Tennis Shoes,shopify_payments,$635,63.513,698.643
4312,Norina Hellier,1,New York,NEW YORK CITY,72698,Sandals,shopify_payments,$497,49.713,546.843
1069,Sheeree Tather,1,Florida,TAMPA,72707,Tennis Shoes,shopify_payments,$527,52.713,579.843
6901,Kipp McClunaghan,1,Ohio,TOLEDO,72724,Running Shoes,paypal,$497,49.713,546.843
2289,Wilhelm Gandar,1,Tennessee,MEMPHIS,72734,Cycling Shoes,gift_card,$518,51.753,569.283
4017,Martyn Quince,1,Missouri,KANSAS CITY,72754,Running Shoes,shopify_payments,$537,53.713,590.843
379,Evy Alphonso,1,Oregon,EUGENE,72767,Jackets,shopify_payments,$598,59.753,657.283
5195,Ezequiel Mistry,1,Missouri,SAINT LOUIS,72771,Running Shoes,paypal,$518,51.753,569.283
3352,Vannie Cowing,1,Kentucky,LOUISVILLE,72772,Cycling Shoes,shopify_payments,$537,53.713,590.843
4216,Charil Ritter,1,Michigan,DEARBORN,72772,Running Shoes,shopify_payments,$537,53.713,590.843
4175,Dalis Romero,1,Texas,CORPUS CHRISTI,72805,Running Shoes,paypal,$585,58.513,643.643
5073,Bradford Bertot,1,District of Columbia,WASHINGTON,72835,Cycling Shoes,shopify_payments,$497,49.713,546.843
3510,Christopher Pennington,1,Texas,DALLAS,72859,Running Shoes,gift_card,$502,50.153,551.683
1613,Milena Godwyn,1,Kentucky,LOUISVILLE,72866,Cycling Shoes,shopify_payments,$634,63.433,697.763
4088,Kalle Scraney,1,Idaho,BOISE,72872,Climbing Shoes,paypal,$1455,145.513,1600.643
5718,Marijn Bunt,1,Texas,TEMPLE,72879,Running Shoes,gift_card,$502,50.153,551.683
7313,Kermy Ernke,1,Virginia,VIRGINIA BEACH,72895,Running Shoes,amazon_payments,$537,53.713,590.843
3707,Blair MacKnight,1,New York,WHITE PLAINS,72905,Running Shoes,gift_card,$571,57.113,628.243
2259,Abagail McInally,1,Minnesota,SAINT PAUL,72918,Walking Shoes,amazon_payments,$486,48.553,534.083
6810,Juanita Frayling,1,Pennsylvania,VALLEY FORGE,72920,Cycling Shoes,shopify_payments,$518,51.753,569.283
1603,Christie Duffy,1,Missouri,JEFFERSON CITY,72955,Climbing Shoes,shopify_payments,$580,57.993,637.923
6074,Cynthea Merman,1,Missouri,SPRINGFIELD,72960,Running Shoes,shopify_payments,$588,58.793,646.723
3495,Rosana Vinas,1,California,PASADENA,72963,Tennis Shoes,paypal,$518,51.753,569.283
4705,Jaime Rogez,1,New York,SYRACUSE,72964,Running Shoes,gift_card,$537,53.713,590.843
1749,Yasmeen Vercruysse,1,Delaware,WILMINGTON,72979,Climbing Shoes,shopify_payments,$527,52.713,579.843
5155,Windy Stace,1,Washington,EVERETT,72982,Tennis Shoes,paypal,$517,51.713,568.843
5678,Wynnie Clinning,1,Wisconsin,MILWAUKEE,72985,Running Shoes,gift_card,$518,51.753,569.283
302,Arri Avey,1,Wisconsin,MILWAUKEE,73002,Tennis Shoes,shopify_payments,$518,51.753,569.283
6216,Mitchell Suffield,1,New York,NEW YORK CITY,73027,Walking Shoes,amazon_payments,$564,56.393,620.323
182,Prentiss Cradoc,1,Iowa,DES MOINES,73033,Jackets,manual,$597,59.713,656.843
1756,Evvy Weaben,1,Nevada,LAS VEGAS,73048,Walking Shoes,shopify_payments,$526,52.613,578.743
3365,Rosalind Birdall,1,California,HAYWARD,73050,Boots,shopify_payments,$566,56.613,622.743
6433,Lanie Twiddy,1,Oklahoma,TULSA,73053,Flip-Flops,shopify_payments,$507,50.713,557.843
6099,Kellina Babalola,1,Alabama,BIRMINGHAM,73064,Running Shoes,shopify_payments,$635,63.513,698.643
2750,Eberto Matts,1,Michigan,KALAMAZOO,73088,Running Shoes,paypal,$497,49.713,546.843
5251,Carlye Sex,1,Connecticut,NEW HAVEN,73093,Sandals,shopify_payments,$536,53.613,589.743
1708,Sloane Blackborow,1,Colorado,PUEBLO,73113,Running Shoes,shopify_payments,$565,56.513,621.643
5063,Terri-jo Tampin,1,California,SAN DIEGO,73118,Running Shoes,shopify_payments,$586,58.613,644.743
5555,Randi Heckner,1,Wisconsin,MADISON,73135,Tennis Shoes,shopify_payments,$518,51.753,569.283
1395,Merna Gillbee,1,California,SAN FRANCISCO,73154,Walking Shoes,gift_card,$527,52.713,579.843
7063,Arni Burling,1,Virginia,HAMPTON,73156,Tennis Shoes,paypal,$486,48.553,534.083
3527,Edi Maddyson,1,Tennessee,MEMPHIS,73180,Running Shoes,paypal,$564,56.393,620.323
2129,Jonah Guitonneau,1,New Hampshire,MANCHESTER,73195,Tennis Shoes,shopify_payments,$556,55.613,611.743
3110,Jeffry Cossom,1,North Carolina,FAYETTEVILLE,73201,Running Shoes,shopify_payments,$527,52.713,579.843
2543,Chiquia Labell,1,Nebraska,LINCOLN,73213,Running Shoes,shopify_payments,$635,63.513,698.643
3161,Monique Capewell,1,Pennsylvania,PHILADELPHIA,73222,Tennis Shoes,shopify_payments,$486,48.553,534.083
990,Reilly Shorthouse,1,New York,BROOKLYN,73246,Running Shoes,gift_card,$478,47.833,526.163
7085,Ralph Byass,1,Florida,JACKSONVILLE,73265,Running Shoes,shopify_payments,$497,49.713,546.843
5178,Erena Bagnal,1,North Carolina,RALEIGH,73292,Cycling Shoes,shopify_payments,$537,53.713,590.843
2141,Marietta Parncutt,1,Nebraska,OMAHA,73305,Tennis Shoes,shopify_payments,$625,62.513,687.643
6680,Jaquenetta Gerard,1,Texas,DALLAS,73310,Tennis Shoes,gift_card,$518,51.753,569.283
1047,Jerrylee Goldwater,1,New York,NEW YORK CITY,73358,Boy's,shopify_payments,$439,43.913,483.043
332,Alfreda Gilyott,1,Oregon,PORTLAND,73359,Walking Shoes,shopify_payments,$580,57.993,637.923
7425,Micki Codi,1,South Carolina,GREENVILLE,73359,Cycling Shoes,shopify_payments,$486,48.553,534.083
2960,Roderic De Castri,1,Oklahoma,TULSA,73369,Cycling Shoes,gift_card,$505,50.513,555.643
7046,Nanci Klaaassen,1,North Carolina,CHARLOTTE,73384,Running Shoes,shopify_payments,$596,59.593,655.523
4886,Konstantin Avramovic,1,Indiana,INDIANAPOLIS,73391,Walking Shoes,shopify_payments,$537,53.713,590.843
5891,Gilligan Jerram,1,Florida,MIAMI,73436,Walking Shoes,shopify_payments,$517,51.713,568.843
6686,Odille Skouling,1,Ohio,TOLEDO,73462,Tennis Shoes,shopify_payments,$494,49.353,542.883
5455,Bond Damant,1,Virginia,STERLING,73472,Flip-Flops,shopify_payments,$518,51.753,569.283
3315,Queenie Peak,1,Pennsylvania,LANCASTER,73485,Cycling Shoes,shopify_payments,$497,49.713,546.843
3500,Thorpe Fuster,1,California,SACRAMENTO,73487,Sandals,shopify_payments,$497,49.713,546.843
1778,Myrtia Normandale,1,New York,SYRACUSE,73534,Running Shoes,gift_card,$504,50.413,554.543
2962,Birgitta Bellchamber,1,Mississippi,BILOXI,73540,Walking Shoes,paypal,$751,75.113,826.243
6125,Kelly Monnery,1,Texas,SAN ANTONIO,73555,Tennis Shoes,paypal,$537,53.713,590.843
548,Lindsay Secrett,1,Texas,EL PASO,73565,Cycling Shoes,gift_card,$495,49.513,544.643
4263,Wilona Dedham,1,Maryland,BALTIMORE,73565,Tennis Shoes,shopify_payments,$517,51.713,568.843
5529,Kalina Phidgin,1,Virginia,VIENNA,73585,Climbing Shoes,shopify_payments,$596,59.593,655.523
1448,Cesare De Simoni,1,Florida,BRADENTON,73594,Walking Shoes,shopify_payments,$494,49.353,542.883
44,Jocelyne Wannes,1,New York,BROOKLYN,73617,Running Shoes,shopify_payments,$518,51.753,569.283
2848,Joanne Polak,1,Washington,SEATTLE,73618,Walking Shoes,paypal,$497,49.713,546.843
4528,Hamil Faulconer,1,Texas,AMARILLO,73620,Running Shoes,shopify_payments,$527,52.713,579.843
518,Ashley Wellum,1,Mississippi,GULFPORT,73635,Tennis Shoes,shopify_payments,$615,61.513,676.643
6059,Anthony Georgelin,1,New York,BROOKLYN,73639,Cycling Shoes,shopify_payments,$537,53.713,590.843
4573,Kara-lynn Stathor,1,Alabama,MOBILE,73651,Climbing Shoes,shopify_payments,$625,62.513,687.643
910,Maure Patek,1,Texas,ABILENE,73655,Running Shoes,shopify_payments,$497,49.713,546.843
7284,Russ Krollmann,1,Michigan,DETROIT,73680,Cycling Shoes,shopify_payments,$584,58.393,642.323
4787,Viviyan Engledow,1,Indiana,FORT WAYNE,73686,Tennis Shoes,gift_card,$518,51.753,569.283
3382,Prince Haggett,1,Florida,GAINESVILLE,73695,Running Shoes,shopify_payments,$537,53.713,590.843
566,Evvie Londing,1,Texas,AUSTIN,73700,Walking Shoes,shopify_payments,$610,61.033,671.363
4888,Kalil Macvain,1,New York,NEW YORK CITY,73715,Walking Shoes,shopify_payments,$518,51.753,569.283
268,Rahal Jouhandeau,1,Florida,PORT CHARLOTTE,73722,Running Shoes,gift_card,$571,57.113,628.243
5655,Costanza Klein,1,Washington,TACOMA,73727,Running Shoes,shopify_payments,$596,59.593,655.523
4363,Dolph Kiddle,1,Texas,DALLAS,73730,Running Shoes,shopify_payments,$723,72.313,795.443
4382,Phillis Gunny,1,Texas,HOUSTON,73731,Climbing Shoes,shopify_payments,$518,51.753,569.283
1909,Valeda Dabnor,1,Arizona,SCOTTSDALE,73839,Cycling Shoes,shopify_payments,$518,51.753,569.283
5470,Sindee Joynes,1,Illinois,CHICAGO,73841,Running Shoes,shopify_payments,$674,67.433,741.763
5127,Darryl Beaudry,1,Ohio,TOLEDO,73843,Cycling Shoes,shopify_payments,$518,51.753,569.283
5511,Verge Grabert,1,Pennsylvania,BETHLEHEM,73845,Tennis Shoes,gift_card,$510,50.953,560.483
4923,Leticia Richardes,1,California,LOS ANGELES,73890,Running Shoes,shopify_payments,$497,49.713,546.843
2109,Scot Laister,1,Virginia,ALEXANDRIA,73930,Running Shoes,shopify_payments,$502,50.153,551.683
3878,Hyatt Livings,1,New York,ELMIRA,73988,Running Shoes,shopify_payments,$585,58.513,643.643
1196,Gerti Vlahos,1,Colorado,COLORADO SPRINGS,74001,Running Shoes,paypal,$703,70.313,773.443
6474,Wilmer Harding,1,Minnesota,DULUTH,74024,Tennis Shoes,gift_card,$537,53.713,590.843
938,Liza Test,1,Florida,PENSACOLA,74068,Walking Shoes,shopify_payments,$497,49.713,546.843
4957,Johnath ffrench Beytagh,1,Wisconsin,APPLETON,74085,Tennis Shoes,shopify_payments,$635,63.513,698.643
5661,Merry Bosanko,1,Mississippi,JACKSON,74087,Tennis Shoes,shopify_payments,$555,55.513,610.643
5461,Eydie Pyford,1,Illinois,PEORIA,74124,Climbing Shoes,shopify_payments,$555,55.513,610.643
1230,Marietta Hurling,1,District of Columbia,WASHINGTON,74127,Climbing Shoes,shopify_payments,$580,57.993,637.923
525,Marcelle Kopf,1,Louisiana,NEW ORLEANS,74170,Boots,paypal,$458,45.813,503.943
7010,Pet Ricson,1,District of Columbia,WASHINGTON,74175,Running Shoes,amazon_payments,$537,53.713,590.843
2258,Teresina Crat,1,Massachusetts,NEWTON,74188,Running Shoes,paypal,$537,53.713,590.843
